pin,map_block_lot,municode,calc_acreage,comments,notes,pseudono,shape_length,wkt
0029B00032000000,29-B-32,104,0.03,,,,159.758470877,POLYGON ((-79.96035461738052 40.4326923829806, -79.96033317612535 40.4326309835031, -79.96031206200612 40.43257052112828, -79.96030297571136 40.4325445001999, -79.96044834877904 40.43260401255803, -79.96036392186977 40.43271903136125, -79.96035461738052 40.4326923829806))
0052B00098040200,52-B-98-402,107,0.0,,PBV 103 PG 167-193,,47.9996780101,POLYGON ((-79.94247210763191 40.45262229006244, -79.94247902516361 40.45264360506804, -79.94242322143968 40.45265417289982, -79.94241630453254 40.45263285833279, -79.94247210763191 40.45262229006244))
0026L00291000000,26-L-291,105,0.14,,,,318.283971916,POLYGON ((-79.95700212884081 40.456751421027, -79.95716840930407 40.45664873274816, -79.95737522341778 40.45687222716774, -79.95720734451292 40.45697449146905, -79.95700212884081 40.456751421027))
0011L00059000000,11-L-59,104,0.03,,,,148.75654013,POLYGON ((-79.97223597328762 40.43800761999226, -79.9721738212701 40.43797181511754, -79.97228311171256 40.43785944485494, -79.97234957216085 40.43788058985461, -79.97223597328762 40.43800761999226))
0029H00169000000,29-H-169,104,0.06,,13-P-082,,256.691930164,POLYGON ((-79.95133473263093 40.42968238912753, -79.95159251595003 40.42947646682203, -79.95165663376989 40.42952393602936, -79.95139858133466 40.42972861145517, -79.95133473263093 40.42968238912753))
0027H00144004400,27-H-144-44,104,0.0,,PBV 132 PG 1-18,,59.9997807624,POLYGON ((-79.95123815636124 40.44874783972563, -79.95127071590305 40.44873623072765, -79.9513011071266 40.44878597934289, -79.95126854756602 40.44879758834934, -79.95123815636124 40.44874783972563))
0026K00054000000,26-K-54,106,0.04,,,,184.641636008,POLYGON ((-79.96086775562107 40.45695787552793, -79.96094436487989 40.45693734980423, -79.96101948650431 40.4571180991351, -79.96094114327703 40.45714069306432, -79.96086775562107 40.45695787552793))
0027L00260000000,27-L-260,104,0.16,,,,374.135155628,POLYGON ((-79.95673171927747 40.44665682773249, -79.9566699292008 40.44660741474205, -79.95702329495985 40.44635205316653, -79.95715140929244 40.44645404188287, -79.95679842771406 40.44671017278095, -79.95673171927747 40.44665682773249))
0029C00090000000,29-C-90,104,0.06,,,,272.341484013,POLYGON ((-79.95705292379125 40.43282819860883, -79.95706673110767 40.43276327060033, -79.95746049722646 40.43281508223716, -79.9574447778196 40.43288565169188, -79.95705292379125 40.43282819860883))
0029C00121000000,29-C-121,104,0.09,,,,375.503314226,POLYGON ((-79.95603434218279 40.43166224259445, -79.95604889337223 40.4315962689507, -79.95622943196113 40.43161929540127, -79.95662897044532 40.43167024455889, -79.95661419206303 40.43173473400963, -79.95603434218279 40.43166224259445))
0029C00015000000,29-C-15,104,0.02,,,,130.611170267,POLYGON ((-79.95719066133219 40.43119677091521, -79.95730698960696 40.43110505809526, -79.95735572898465 40.43114137726712, -79.95723907829827 40.43123241252035, -79.95719066133219 40.43119677091521))
0027H00160002500,27-H-160-25,104,0.0,,PBV 103 PG 24,,53.9997970689,POLYGON ((-79.9510950995212 40.44821276648011, -79.95114371166893 40.44819498667982, -79.95116233076686 40.44822469669117, -79.95111371802423 40.44824247696364, -79.9510950995212 40.44821276648011))
0052E00033004300,52-E-33-43,104,0.0,,,,54.1530365228,POLYGON ((-79.9485817618702 40.44852391716881, -79.94860699365171 40.4485755352438, -79.94858344029609 40.4485822759948, -79.94855819902718 40.44853063950483, -79.9485817618702 40.44852391716881))
0028E00041000000,28-E-41,104,0.02,,,,167.703281594,POLYGON ((-79.9622454627591 40.44010624662108, -79.96220730704481 40.44007601723433, -79.9623878702692 40.43994744152271, -79.96242529018848 40.43997711225418, -79.9622454627591 40.44010624662108))
0026J00348000000,26-J-348,105,0.29,,,,453.581675856,POLYGON ((-79.96287721054132 40.45541755522675, -79.96256026905978 40.45560970085424, -79.96233124709168 40.45532341282276, -79.96260833601238 40.4551573856047, -79.96287721054132 40.45541755522675))
0028G00087000000,28-G-87,104,0.05,,,,219.067034833,POLYGON ((-79.95699444519104 40.4394009053424, -79.95722488379899 40.43923609101554, -79.95726159162083 40.43926660323712, -79.95727911932705 40.43928117259104, -79.95704777761247 40.43944349714155, -79.95702888624984 40.43942840401294, -79.95699444519104 40.4394009053424))
0028L00194000000,28-L-194,104,0.02,,,,146.865760841,POLYGON ((-79.95593656930764 40.43799081669805, -79.95598995251279 40.43803368265765, -79.95585789069698 40.43812960870519, -79.95585550667029 40.43813134040956, -79.95580100293749 40.43808603829779, -79.95593656930764 40.43799081669805))
0026F00094000000,26-F-94,106,0.08,,,,288.17973834,POLYGON ((-79.95976159758159 40.4596314584122, -79.95965372659902 40.45965415892687, -79.95954798623242 40.45936294990755, -79.95965131239286 40.4593264505384, -79.95976159758159 40.4596314584122))
0028G00115000000,28-G-115,104,0.06,,,,246.550637835,POLYGON ((-79.95684216637927 40.43988188882406, -79.95677933150533 40.43983048267265, -79.95703496388596 40.43964631960876, -79.9570971036252 40.43969659398768, -79.95684216637927 40.43988188882406))
0028A00111000000,28-A-111,104,0.04,,,,187.575295004,POLYGON ((-79.96533164263958 40.44195694512219, -79.96533667760188 40.44202265693177, -79.96508521433719 40.44203105268318, -79.9650801364638 40.44196682350405, -79.96533164263958 40.44195694512219))
0028P00165020100,28-P-165-201,104,0.01,,PBV 138 PG 133-142,,72.2255340093,POLYGON ((-79.95918949561432 40.43446846381256, -79.95921944018413 40.43442688251174, -79.95927788966354 40.43445235781642, -79.95924877597692 40.43449412320966, -79.95918949561432 40.43446846381256))
0027M00246060600,27-M-246-606,104,0.01,,PBV 110 PG 74-85,,70.0002743684,POLYGON ((-79.94987243648227 40.44549175356416, -79.94993675824968 40.44548660892271, -79.94994311794423 40.44553302035916, -79.94987879568454 40.4455381648993, -79.94987243648227 40.44549175356416))
0026F00049000000,26-F-49,106,0.04,,,,216.737795299,POLYGON ((-79.96059713253128 40.45948769635885, -79.96065762200539 40.45946225157808, -79.96080406246922 40.45967262792723, -79.96074428775876 40.45969807350735, -79.96073903503054 40.4597003089407, -79.96058733745191 40.45949181661565, -79.96059713253128 40.45948769635885))
0028L00046000A00,28-L-46-A,104,0.09,,,,373.029999323,POLYGON ((-79.95595881706816 40.43621663583129, -79.95605018591105 40.43629003359503, -79.95563992551322 40.43659702712665, -79.95560394650884 40.43656737166037, -79.95591870895171 40.43626220183507, -79.95595881706816 40.43621663583129))
0051N00051000000,51-N-51,108,0.09,,,,314.428846249,POLYGON ((-79.94817912360863 40.45471548514193, -79.94808305075506 40.45438712616779, -79.94818625920672 40.45436921539115, -79.94828722838538 40.45472372650565, -79.94817912360863 40.45471548514193))
0026F00258000000,26-F-258,106,0.07,,,,269.728746968,POLYGON ((-79.96150447569153 40.45763733142954, -79.96159991642025 40.45759886279452, -79.96177532895574 40.45785679808377, -79.96168869693307 40.45789303441151, -79.96150447569153 40.45763733142954))
0052B00098040700,52-B-98-407,107,0.0,,PBV 103 PG 167-193,,48.0000004488,POLYGON ((-79.94236741711985 40.45266474116902, -79.94242322143968 40.45265417289982, -79.94243013835126 40.45267548746638, -79.94237433401489 40.45268605573884, -79.94236741711985 40.45266474116902))
0027D00289000000,27-D-289,104,0.16,,,,347.000284934,POLYGON ((-79.94981350754703 40.4515725964728, -79.94946893798968 40.45167228346136, -79.94942671702749 40.45168272046916, -79.94935992442929 40.45152670115174, -79.94946892961946 40.45149108125436, -79.94973018550031 40.45141588398548, -79.94981350754703 40.4515725964728))
0052E00047080700,52-E-47-807,104,0.01,,,,61.9996507013,POLYGON ((-79.94850059692436 40.448970067185, -79.94851878530362 40.44900882625719, -79.94849510888906 40.44901531087311, -79.94846466845156 40.44902364808689, -79.94844647949141 40.44898488856445, -79.94850059692436 40.448970067185))
0026K00011000000,26-K-11,106,0.06,,,,212.120547266,POLYGON ((-79.96102790244909 40.45747068791908, -79.96117372244568 40.45740936843629, -79.9612790037919 40.45755047994648, -79.96112963480334 40.45761333247795, -79.96102790244909 40.45747068791908))
0029H00119000000,29-H-119,104,0.06,,,,253.742654367,POLYGON ((-79.95260602210361 40.43007345179315, -79.95285785013833 40.42987440557644, -79.95292299574272 40.42992263282083, -79.95267425870948 40.43012457389961, -79.95260602210361 40.43007345179315))
0052E00011051100,52-E-11-511,104,0.0,,PBV 97 PG 11-27,,52.000151987,POLYGON ((-79.94903193137294 40.4476855979916, -79.94904898952281 40.44771881854728, -79.94900550590839 40.4477318504218, -79.94898844777664 40.44769862985977, -79.94903193137294 40.4476855979916))
0027H00160003800,27-H-160-38,104,0.0,,PBV 103 PG 24,,53.9998491004,POLYGON ((-79.95083341833282 40.44827195830756, -79.95088203057739 40.44825417816438, -79.95090064956162 40.4482838877644, -79.95085203673696 40.4483016688329, -79.95083341833282 40.44827195830756))
0029H00112000000,29-H-112,104,0.05,,,,246.212272678,POLYGON ((-79.95265440879932 40.43031441565478, -79.9526665775618 40.43025981686597, -79.95302937313043 40.4303065113966, -79.95301648463584 40.43036391889932, -79.95265440879932 40.43031441565478))
0028L00188000000,28-L-188,104,0.03,,,,165.428811624,POLYGON ((-79.95545085889015 40.43784247167748, -79.95561217241732 40.43773035902692, -79.95566476177696 40.43777258031477, -79.95550444704823 40.43788776274344, -79.95545085889015 40.43784247167748))
0028R00173000000,28-R-173,104,0.28,,,,445.982750219,POLYGON ((-79.95493911100576 40.43456011680033, -79.95500929892958 40.43428142379689, -79.95538285549928 40.43433225485353, -79.95539598147535 40.43433619221444, -79.95530719387446 40.43466784659996, -79.95493911100576 40.43456011680033))
0052B00098061100,52-B-98-611,107,0.0,,PBV 103 PG 167-193,,47.9998034787,POLYGON ((-79.94232613676411 40.45240108511732, -79.942333053619 40.4524223996906, -79.94227724946205 40.45243296746356, -79.94227033263842 40.45241165334009, -79.94232613676411 40.45240108511732))
0011D00300000000,11-D-300,105,1.18,,,,957.833849738,POLYGON ((-79.96862828823683 40.44041668596134, -79.96862916973677 40.44044348909075, -79.96862929114808 40.44045521069928, -79.96862938228885 40.44046431567911, -79.96861211384027 40.44049952067768, -79.96859972784968 40.44051451814271, -79.96855026430511 40.4405894243587, -79.9684881531805 40.44064093503912, -79.96845711427541 40.44066667462948, -79.9684364499919 40.44069951802154, -79.96799295357313 40.44102961598487, -79.96771008865953 40.44005869111513, -79.9677736017572 40.44004522137165, -79.96784092722376 40.44003980392544, -79.96792741690263 40.44004226926743, -79.96798975323669 40.44004932573225, -79.96805782729679 40.44006658625024, -79.96820308872108 40.44013188305058, -79.96836812083139 40.44022361973622, -79.9685838275765 40.44037833854476, -79.96862828823683 40.44041668596134))
0026F00171000000,26-F-171,106,0.06,,,,286.892154014,POLYGON ((-79.96025690915479 40.45902082307164, -79.96018420765279 40.45905104406323, -79.95997967806926 40.45876080720836, -79.96005369525932 40.45872953144561, -79.96025690915479 40.45902082307164))
0028R00190000000,28-R-190,104,0.07,,,,290.176937228,POLYGON ((-79.95455583420018 40.43517868129953, -79.95457036794393 40.43511392254315, -79.95499962458094 40.43517195234691, -79.95498491077362 40.43523589207696, -79.95455583420018 40.43517868129953))
0029C00025000000,29-C-25,104,0.03,,,,156.401552012,POLYGON ((-79.95753530454786 40.43165393954239, -79.95767634416845 40.43154136660083, -79.95773197916634 40.43158160436935, -79.95758990800419 40.43169458658441, -79.95753530454786 40.43165393954239))
0029C00270005400,29-C-270-54,104,0.01,,PBV 157 PG 95-105,,86.94811652,POLYGON ((-79.95490195292192 40.43203055927788, -79.95491044620418 40.43198731582096, -79.95500666530391 40.43200133431579, -79.9549984721213 40.43204569701606, -79.95490195292192 40.43203055927788))
0052B00098031600,52-B-98-316,107,0.0,,PBV 103 PG 167-193,,48.0002514144,POLYGON ((-79.94254174637834 40.45265435085172, -79.94254866335679 40.4526756663175, -79.94249285900938 40.45268623374092, -79.94248594207694 40.45266491917816, -79.94254174637834 40.45265435085172))
0026S00144000000,26-S-144,105,0.06,,,,259.6034721,POLYGON ((-79.9523540920155 40.45392591209686, -79.95234081723429 40.45372940227659, -79.95228471445448 40.45372948732495, -79.95230386466888 40.45369946909219, -79.95236053324778 40.45367822940805, -79.95251191912827 40.45392306338463, -79.9523540920155 40.45392591209686))
0028A00153000000,28-A-153,104,0.06,,,,240.705679254,POLYGON ((-79.96456118358263 40.44136831269017, -79.96456402627071 40.44136825821374, -79.96489946402478 40.44136182949347, -79.96490280757693 40.44140412452759, -79.96490519991195 40.44143438467656, -79.96457468733057 40.4414422888014, -79.96457156874928 40.44144236352842, -79.96456118358263 40.44136831269017))
0051J00092000000,51-J-92,108,0.06,,,,234.74433444,POLYGON ((-79.94604497322831 40.45567128729059, -79.94632367861871 40.45550947881875, -79.94630982868908 40.45562239028798, -79.94610166810672 40.45572897120513, -79.94604497322831 40.45567128729059))
0028G00132000000,28-G-132,104,0.05,,,,242.42391644,POLYGON ((-79.95603581734416 40.43883190822575, -79.95577904546523 40.43901517062601, -79.95573630709127 40.43898071757626, -79.95572058666654 40.43896804431888, -79.95597920463948 40.43878578686087, -79.95599561636517 40.43879916137963, -79.95603581734416 40.43883190822575))
0029C00003000000,29-C-3,104,0.01,,,,106.023746061,POLYGON ((-79.95747997424684 40.43106023553548, -79.95756906145284 40.43098769852514, -79.95760239401524 40.43103747064993, -79.95752820386673 40.43109796128375, -79.95747997424684 40.43106023553548))
0026L00247000000,26-L-247,105,0.67,,,,936.938298221,POLYGON ((-79.95712205842612 40.45634279171811, -79.9571766555198 40.45632692022027, -79.95724392691091 40.45636233891418, -79.9574351179846 40.45646259382411, -79.95751929108118 40.45650823951917, -79.95758198436431 40.45654935075054, -79.95766606752615 40.45660051176108, -79.95776143833875 40.4566671303544, -79.95782104998345 40.45672470721068, -79.95785930040283 40.45676674223309, -79.95791625208172 40.45680453004749, -79.95797048972199 40.45683239468534, -79.95802476244712 40.45685694179205, -79.95808049469436 40.45687930765616, -79.95813339159888 40.45689836321294, -79.95818209260979 40.45691189633045, -79.95822796578933 40.456917726181, -79.95826241097001 40.45692125327487, -79.95821174352388 40.45706271817292, -79.95791515424577 40.4572211660227, -79.95712205842612 40.45634279171811))
0029C00273000400,29-C-273-4,104,0.01,,PBV 175 PG 167-174,,72.0218019709,POLYGON ((-79.95466039979745 40.43280393338443, -79.95467522145411 40.43273861589817, -79.95471687013578 40.43274393708553, -79.95470231598499 40.43280961312517, -79.95466039979745 40.43280393338443))
0028A00360000000,28-A-360,104,0.02,,,,164.514483927,POLYGON ((-79.96340238652094 40.44102152850915, -79.96358538268171 40.44089771027159, -79.96361644294414 40.44092235283397, -79.96344457812729 40.441053236843, -79.96340238652094 40.44102152850915))
0052B00170000000,52-B-170,107,0.24,,,,436.363823314,POLYGON ((-79.9438195937857 40.45162789996731, -79.94375544831 40.45145150884913, -79.94370516196452 40.45131439220989, -79.94367804234025 40.45123975623849, -79.94392330196303 40.45118888754, -79.94406908145042 40.4515765766561, -79.9438195937857 40.45162789996731))
0029C00054000000,29-C-54,104,0.09,,,,277.306978666,POLYGON ((-79.95684812682035 40.43122420425796, -79.95689845719382 40.43126154927258, -79.95665238959567 40.43145791071245, -79.95659917392311 40.43141837938357, -79.95655255557156 40.4313837320023, -79.95679408651671 40.43118418591366, -79.95684812682035 40.43122420425796))
0028E00234000000,28-E-234,104,0.07,,,,299.737214304,POLYGON ((-79.96559498050836 40.43947553638537, -79.9660409034954 40.43945533891182, -79.96604301838062 40.43952250284326, -79.9655985654655 40.4395491360265, -79.96559498050836 40.43947553638537))
0028L00159000000,28-L-159,104,0.03,,,,179.497886024,POLYGON ((-79.95584363171376 40.43768011377109, -79.95603033996376 40.43754444711799, -79.95607364202439 40.43758080390241, -79.95588949773288 40.43771699402208, -79.95584363171376 40.43768011377109))
0052B00192000000,52-B-192,107,0.15,,,,349.431721258,POLYGON ((-79.94463768109792 40.45081058312262, -79.94505291229754 40.45073027709837, -79.94511322307443 40.45087166455303, -79.94468999489466 40.45095461784648, -79.94463768109792 40.45081058312262))
0029D00120000000,29-D-120,104,0.04,,,,241.608851347,POLYGON ((-79.95242071708691 40.4313627536806, -79.9524316639225 40.43131373683178, -79.95279390735836 40.43135607437115, -79.95278212151649 40.43140879183215, -79.95242071708691 40.4313627536806))
0011L00058000000,11-L-58,104,0.07,,,,235.985674948,POLYGON ((-79.9721738212701 40.43797181511754, -79.97199176253555 40.43786694565284, -79.97204621562096 40.4377636376943, -79.97211101197873 40.43778424440954, -79.97212620717151 40.43778910002547, -79.97211741128588 40.43780668416245, -79.97216740739529 40.43782258724337, -79.97222355106726 40.43784047646052, -79.97228311171256 40.43785944485494, -79.9721738212701 40.43797181511754))
0051P00116000000,51-P-116,107,0.14,,,,338.543495254,POLYGON ((-79.94476307327703 40.4529129354343, -79.9449298886047 40.45286294814895, -79.94508456193279 40.45317042213873, -79.94492158588335 40.45321917844148, -79.94476307327703 40.4529129354343))
0052F00186000000,52-F-186,107,0.32,,,,517.072281457,POLYGON ((-79.94200051649914 40.44943373298272, -79.94198519211268 40.44934933507253, -79.94263342406175 40.44929139184587, -79.94267287040981 40.44949589448336, -79.94202443873368 40.44956157716137, -79.94200051649914 40.44943373298272))
0028L00254000000,28-L-254,104,0.11,,,,303.725793405,POLYGON ((-79.95416004892039 40.43779316880968, -79.95393737599763 40.43801355946515, -79.95381419652799 40.43791532022513, -79.95404230461526 40.43769161947654, -79.95416004892039 40.43779316880968))
0028C00053000000,28-C-53,104,0.03,,18-P-300,,256.852979082,POLYGON ((-79.95726134009982 40.4416940969507, -79.9574025941609 40.44159387921083, -79.95747459678969 40.44165324220064, -79.95747262099994 40.44165482931484, -79.95758428806612 40.4417462133867, -79.95755622227855 40.4417656273162, -79.95744921946032 40.44184393574118, -79.95726134009982 40.4416940969507))
0029H00038000000,29-H-38,104,0.05,,,,237.413802135,POLYGON ((-79.95261143748434 40.42903493751562, -79.95285930291993 40.42884216558348, -79.95291117222008 40.42888089945056, -79.95266388483022 40.42907391122016, -79.95261143748434 40.42903493751562))
0028R00009000000,28-R-9,104,0.02,,,,106.521475139,POLYGON ((-79.9536167640573 40.43487364621282, -79.95369002339204 40.43488406899043, -79.9536828958615 40.43491614819946, -79.9536705560149 40.43497194102366, -79.9536128568991 40.43496393470334, -79.95359724602663 40.43496180519938, -79.95360964044714 40.43490573747118, -79.95361173050921 40.43489638369498, -79.9536167640573 40.43487364621282))
0026S00148000000,26-S-148,105,0.1,,,,334.127146799,POLYGON ((-79.95188401358017 40.45378531104924, -79.95183300861771 40.45370205602293, -79.95228909742727 40.45356275416857, -79.95233112145631 40.45363064610807, -79.95188401358017 40.45378531104924))
0011D00120000000,11-D-120,105,0.06,,,,286.256798629,POLYGON ((-79.96781309406828 40.44184346366285, -79.9678692289948 40.44179916157159, -79.96804874244522 40.44211700575859, -79.96798132150595 40.44213873324698, -79.96781309406828 40.44184346366285))
0029D00065000000,29-D-65,104,0.06,,,,246.301970878,POLYGON ((-79.95277023652021 40.43232331741247, -79.95278604265512 40.43225162432996, -79.95313045042239 40.43229958566677, -79.95311528201611 40.43236719256809, -79.95277023652021 40.43232331741247))
0029G00234000000,29-G-234,104,0.03,,,,182.999581151,POLYGON ((-79.95538673033883 40.43071772028554, -79.9551429940234 40.43068777324054, -79.95520298561193 40.43058006697831, -79.95538673033883 40.43071772028554))
0051N00164000000,51-N-164,108,0.29,,,,464.753450333,POLYGON ((-79.94900467781289 40.45364528667761, -79.94930895016131 40.45359275157582, -79.94936449977575 40.45398725474044, -79.94905442992709 40.45404120658164, -79.94900467781289 40.45364528667761))
0052F00048000000,52-F-48,107,0.28,,,,551.206680061,POLYGON ((-79.94480197881012 40.4497291274376, -79.94499717101034 40.44984579984494, -79.94534815333078 40.45005555528784, -79.94506234261068 40.45032979928766, -79.94480197881012 40.4497291274376))
0011M00108000000,11-M-108,104,0.1,,,,268.736090131,POLYGON ((-79.96990629414564 40.43715088527851, -79.9698199589668 40.43712364523448, -79.96973900998731 40.43709810586768, -79.96986207670761 40.43688646222164, -79.97002847400999 40.43694150025695, -79.96990629414564 40.43715088527851))
0028K00100000000,28-K-100,104,0.09,,,,277.256220815,POLYGON ((-79.95946812067893 40.43752306355996, -79.95936481537188 40.43743929813572, -79.95961556320829 40.43725652598786, -79.95972002201486 40.43734157274747, -79.95946812067893 40.43752306355996))
0026L00080000000,26-L-80,105,0.28,,,,445.383634486,POLYGON ((-79.95387547162343 40.45572717941129, -79.95419832095722 40.4556160856357, -79.95437482100199 40.45590485582831, -79.95411027355827 40.45606037211638, -79.95387547162343 40.45572717941129))
0028R00151000000,28-R-151,104,0.03,,,,202.884649468,POLYGON ((-79.95557240465263 40.43395192836071, -79.95562137702703 40.43371958737176, -79.95567906783802 40.433727273165, -79.95562514292982 40.43395948018889, -79.95557240465263 40.43395192836071))
0029C00270004900,29-C-270-49,104,0.01,,PBV 157 PG 95-105,,89.4475881402,POLYGON ((-79.9547806540097 40.43232526704553, -79.95476478230928 40.43240333330219, -79.95470861190684 40.43239630410452, -79.95472554968178 40.43231719366782, -79.9547806540097 40.43232526704553))
0028L00392000000,28-L-392,104,0.06,,,,247.727715529,POLYGON ((-79.95375997188879 40.43628831337034, -79.95381390564195 40.43602983825454, -79.95391319527779 40.4360431857025, -79.95386241877375 40.43630205725894, -79.95375997188879 40.43628831337034))
0052J00191000000,52-J-191,104,0.28,,,,534.187995856,POLYGON ((-79.94785355363508 40.4461567788335, -79.9478233090111 40.4459391494862, -79.94821922755035 40.44591056763011, -79.94825039836429 40.44616034870963, -79.94814535377284 40.44617303404886, -79.94816801277472 40.44635369217703, -79.94804824926052 40.44636221694972, -79.94801502890587 40.44617002130266, -79.94793458480488 40.44617299179109, -79.94793142254368 40.44615023946739, -79.94785355363508 40.4461567788335))
0026K00140000000,26-K-140,105,0.3,,,,464.589225231,POLYGON ((-79.9584402011522 40.45754149383965, -79.95862091824091 40.45721192582887, -79.95867622014538 40.457228440421, -79.95886208473181 40.45721445668194, -79.9588571247381 40.45761450710027, -79.95884074054017 40.45761548401616, -79.95877471120774 40.45761171135825, -79.9587058538167 40.45760465410132, -79.9586298612959 40.45759203217139, -79.95856535033202 40.45758058828243, -79.95850093454202 40.4575647265903, -79.95846522730112 40.45754911710916, -79.9584402011522 40.45754149383965))
